0.5608,0.5547,0.6167,0.5841
0.5583,0.5550,0.5883,0.5712
0.5583,0.5519,0.6200,0.5840
0.5567,0.5536,0.5850,0.5689
0.5533,0.5479,0.6100,0.5773
0.5558,0.5519,0.5933,0.5719
0.5625,0.5562,0.6183,0.5856
0.5608,0.5573,0.5917,0.5740
0.5575,0.5514,0.6167,0.5822
0.5575,0.5540,0.5900,0.5714
0.5517,0.5457,0.6167,0.5790
0.5558,0.5526,0.5867,0.5691
0.5508,0.5455,0.6100,0.5759
0.5542,0.5505,0.5900,0.5696
0.5533,0.5473,0.6167,0.5799
0.5533,0.5494,0.5933,0.5705
0.5592,0.5527,0.6200,0.5844
0.5583,0.5543,0.5950,0.5740
0.5633,0.5565,0.6233,0.5881
0.5567,0.5528,0.5933,0.5723
0.5558,0.5489,0.6267,0.5852
0.5500,0.5457,0.5967,0.5701
0.5483,0.5429,0.6117,0.5752
0.5450,0.5412,0.5917,0.5653
0.5450,0.5399,0.6083,0.5721
0.5483,0.5442,0.5950,0.5685
0.5450,0.5404,0.6017,0.5694
0.5442,0.5407,0.5867,0.5627
0.5467,0.5418,0.6050,0.5717
0.5500,0.5464,0.5883,0.5666
0.5475,0.5425,0.6067,0.5728
0.5483,0.5446,0.5900,0.5664
0.5492,0.5440,0.6083,0.5744
0.5525,0.5490,0.5883,0.5680
0.5458,0.5409,0.6067,0.5719
0.5492,0.5455,0.5900,0.5669
0.5475,0.5422,0.6100,0.5741
0.5517,0.5477,0.5933,0.5696
0.5508,0.5451,0.6150,0.5779
0.5567,0.5526,0.5950,0.5730
0.5525,0.5478,0.6017,0.5735
0.5550,0.5514,0.5900,0.5700
0.5617,0.5559,0.6133,0.5832
0.5600,0.5564,0.5917,0.5735
0.5567,0.5511,0.6117,0.5798
0.5600,0.5564,0.5917,0.5735
0.5575,0.5519,0.6117,0.5802
0.5608,0.5569,0.5950,0.5753
0.5617,0.5557,0.6150,0.5839
0.5600,0.5557,0.5983,0.5762
0.5583,0.5524,0.6150,0.5820
0.5600,0.5556,0.6000,0.5769
0.5642,0.5579,0.6183,0.5866
0.5633,0.5585,0.6050,0.5808
0.5633,0.5567,0.6217,0.5874
0.5608,0.5559,0.6050,0.5794
0.5592,0.5529,0.6183,0.5838
0.5642,0.5601,0.5983,0.5786
0.5617,0.5562,0.6100,0.5819
0.5642,0.5603,0.5967,0.5779
0.5600,0.5545,0.6100,0.5810
0.5583,0.5550,0.5883,0.5712
0.5592,0.5539,0.6083,0.5798
0.5583,0.5543,0.5950,0.5740
0.5558,0.5505,0.6083,0.5780
0.5533,0.5492,0.5950,0.5712
0.5550,0.5495,0.6100,0.5782
0.5525,0.5490,0.5883,0.5680
0.5508,0.5460,0.6033,0.5732
0.5517,0.5481,0.5883,0.5675
0.5542,0.5490,0.6067,0.5764
0.5525,0.5493,0.5850,0.5666
0.5550,0.5500,0.6050,0.5762
0.5525,0.5485,0.5933,0.5701
0.5517,0.5470,0.6017,0.5730
0.5533,0.5494,0.5933,0.5705
0.5508,0.5457,0.6067,0.5746
0.5525,0.5488,0.5900,0.5687
0.5483,0.5432,0.6083,0.5739
0.5525,0.5484,0.5950,0.5707
0.5450,0.5403,0.6033,0.5701
0.5442,0.5408,0.5850,0.5620
0.5450,0.5404,0.6017,0.5694
0.5425,0.5389,0.5883,0.5625
0.5408,0.5367,0.5967,0.5651
0.5450,0.5415,0.5867,0.5632
0.5442,0.5396,0.6017,0.5690
0.5500,0.5462,0.5917,0.5680
0.5467,0.5420,0.6017,0.5703
0.5458,0.5421,0.5900,0.5650
0.5433,0.5390,0.5983,0.5671
0.5500,0.5462,0.5917,0.5680
0.5475,0.5425,0.6067,0.5728
0.5483,0.5446,0.5900,0.5664
0.5475,0.5427,0.6033,0.5714
0.5525,0.5488,0.5900,0.5687
0.5475,0.5427,0.6033,0.5714
0.5500,0.5463,0.5900,0.5673
0.5542,0.5487,0.6100,0.5777
0.5567,0.5525,0.5967,0.5737
0.5575,0.5519,0.6117,0.5802
0.5592,0.5549,0.5983,0.5758
0.5517,0.5463,0.6100,0.5764
0.5517,0.5481,0.5883,0.5675
0.5525,0.5475,0.6050,0.5748
0.5567,0.5528,0.5933,0.5723
0.5583,0.5529,0.6100,0.5800
0.5533,0.5497,0.5900,0.5691
0.5525,0.5474,0.6067,0.5755
0.5508,0.5474,0.5867,0.5664
0.5525,0.5478,0.6017,0.5735
0.5533,0.5500,0.5867,0.5677
0.5608,0.5557,0.6067,0.5801
0.5575,0.5542,0.5883,0.5707
0.5600,0.5547,0.6083,0.5803
0.5575,0.5535,0.5950,0.5735
0.5608,0.5554,0.6100,0.5814
0.5592,0.5549,0.5983,0.5758
0.5608,0.5552,0.6117,0.5821
0.5600,0.5557,0.5983,0.5762
0.5600,0.5544,0.6117,0.5816
0.5567,0.5526,0.5950,0.5730
0.5625,0.5567,0.6133,0.5837
0.5608,0.5569,0.5950,0.5753
0.5650,0.5593,0.6133,0.5851
0.5617,0.5580,0.5933,0.5751
0.5583,0.5535,0.6033,0.5774
